家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
3.3,99313600,2022年12月06日,2022年12月20日,福岡市東区箱崎４丁目37-21  周辺mapを見る,シティパレス九大前パート８  201,福岡市箱崎線箱崎九大前駅 徒歩12分 福岡市箱崎線箱崎宮前駅 徒歩12分 鹿児島本線箱崎駅 徒歩20分 ,21.75㎡ / 約6.58坪,nan,ワンルーム,洋 9, 南東,nan,nan,nan,空有　7700円,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,300円,有 ジェイリース　初回保証料１００％※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,新賃料1ヶ月 ,nan,nan,Ｅサポート：2000円 / 月定額水道料：2500円 / 月町費：300円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,2階部分,1991[H3]年3月,居住中,期日指定　2023年1月中旬,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 オートロック　 駐輪場　,事務所使用可　,nan,代理,nan,"
",東
3.9,99035467,2022年12月05日,2022年12月19日,福岡市東区筥松２丁目6-12  mapを見る,Village箱崎駅前  102,鹿児島本線箱崎駅 徒歩3分 駅までmap 福岡市箱崎線箱崎宮前駅 徒歩11分 駅までmap 福岡市箱崎線箱崎九大前駅 徒歩12分 駅までmap ,18㎡ / 約5.45坪,nan,ワンルーム,nan,無,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,nan,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円,nan,町費：500円 / 月共益費：3000円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2004[H16]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 収納スペース　 洗濯機置場　 室内洗濯機置場　 ロフト　 フローリング　 ＴＶモニタ付きインターホン　 駐輪場　 押入れ　,日当り良好　 角部屋　,退去時クリーニング：39000円,代理,nan,"
",東
5.7,98744086,2022年12月05日,2022年12月19日,福岡市東区若宮４丁目10-35  mapを見る,パルム若宮  203,鹿児島本線千早駅 徒歩18分 駅までmap 西日本鉄道貝塚線西鉄千早駅 徒歩17分 駅までmap 香椎線香椎神宮駅 徒歩21分 駅までmap ,壁芯51.74㎡ / 約15.65坪,nan,2DK,ＤＫ7／和6.1／洋7,nan,nan,福岡市立若宮小学校　距離262ｍ,福岡市立松崎中学校　距離1087ｍ,空有　6600円,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,3000円,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、1年、アーウィンサポートクラブ（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換代：1万8700円消毒代：1万7600円,nan,サポートクラブ：1900円 / 月町費：500円 / 月継続保証料：1200円 / 月,nan,1年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,2階部分,1988[S63]年1月,空家,相談　,冷房　 暖房　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 室内洗濯機置場　 フローリング　 バルコニー　,二人入居可　 子供可　,nan,代理,森川,"
										TEL：092-671-0001
",東
4.0,99300737,2022年12月05日,2022年12月18日,福岡市東区香椎駅東１丁目４－１２  周辺mapを見る,セジュール香椎駅東  ２０３,鹿児島本線香椎駅 徒歩5分 西日本鉄道貝塚線西鉄香椎駅 徒歩8分 ,26.71㎡ / 約8.08坪,nan,1K,洋 8　K 3, 南東,nan,nan,nan,空有　5000円,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,2000円,200円,nan,nan,有、18000円、2年、（例）宅建ファミリー共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,その他,nan,nan,地上2階建,2階部分,2001[H13]年3月,空家,相談　,エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 洗面所　 シャンプードレッサー　 室内洗濯機置場　 ロフト　 バルコニー　 ＴＶモニタ付きインターホン　,閑静住宅街　 角部屋　,nan,代理,nan,"
",東
2.9,99068870,2022年12月05日,2022年12月19日,福岡市東区三苫７丁目3-19  mapを見る,SAISON21  507,西日本鉄道貝塚線三苫駅 徒歩6分 駅までmap 西日本鉄道貝塚線西鉄新宮駅 徒歩22分 駅までmap 香椎線和白駅 徒歩24分 駅までmap ,21㎡ / 約6.35坪,nan,1K,nan,無,nan,nan,nan,空有　7000円,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 日本セーフティー（初回保証料50％（最低保証料20000円)年間更新料12000円（税込））※契約者や条件によっては、内容が変更になる場合があります。,nan,無,無,鍵交換代：2万2000円,nan,水道料：2500円 / 月町費：400円 / 月家財保険（緊急サポー：2000円 / 月共益費：3000円 / 月,nan,1年,nan,巡回,nan,ＲＣ,nan,nan,地上7階建,5階部分,1997[H9]年3月,空家,即時　,エアコン　 給湯　 トイレ　 バス・トイレ別　 収納スペース　 ＩＨクッキングヒーター　 洗濯機置場　 室内洗濯機置場　 フローリング　 エレベーター　 宅配ボックス　 駐輪場　,事務所使用可　,退去時クリーニング：31900円,代理,nan,"
",東
3.7,99318754,2022年12月05日,2022年12月19日,福岡市東区香住ヶ丘２丁目38-10  mapを見る,壱番館  203,鹿児島本線九産大前駅 徒歩8分 駅までmap 西日本鉄道貝塚線香椎花園前駅 徒歩9分 駅までmap 西日本鉄道貝塚線西鉄香椎駅 徒歩18分 駅までmap ,17.46㎡ / 約5.28坪,nan,ワンルーム,洋7.4／ロフト4, 南,nan,nan,nan,空有　駐車場1台無料,自走（平置きも含む）,　,駐車場プレート代2200円（税込み）,nan,無,無,実費,無,nan,無,3000円,無,有 えるくor全保連orOFI（継続保証委託料１年毎／１万円）※契約者や条件によっては、内容が変更になる場合があります。,初回保証料：総賃料１００％,有、NサポートS（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,消毒代：1万6500円駐車場プレート代：2200円鍵代：1万7600円,nan,町内会費：100円 / 月NサポートS：770円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1996[H8]年9月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ロフト　 フローリング　 バルコニー　 ２口コンロ　 シューズボックス　,ペット不可　 閑静住宅街　,短期解約違約金：１年未満賃料２ヶ月、２年未満賃料１ヶ月更新事務手数料１１，０００円／２年NサポートS770円（月額）退去時にクリーニング代27000円（税別）資料と現状が相違する場合は現状優先となります。,専任媒介,nan,"
",東
3.1,99289971,2022年12月05日,2022年12月17日,福岡市東区唐原７丁目5-24  mapを見る,サンシャイン田代Ⅰ  ２０３,鹿児島本線九産大前駅 徒歩10分 駅までmap 鹿児島本線香椎駅 徒歩28分 駅までmap 香椎線香椎駅 徒歩30分 駅までmap ,29.82㎡ / 約9.02坪,nan,1DK,洋8, 南西,nan,nan,nan,空有　6600円,nan,　,"プレート代　1,000円＋税　リモコン保証金10,000円",nan,無,無,実費,無,nan,無,3500円,100円,有 Jリース（学生は１５，０００円）※契約者や条件によっては、内容が変更になる場合があります。,月額賃料の８０％,有、17000円、2年、火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,カギ交換代：1万7600円消毒代：1万1000円,nan,アクト安心ライフ：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,2階部分,1985[S60]年2月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 フローリング　 ディンプルキー　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 インターネット使い放題　 シューズボックス　 押入れ　 敷地内ゴミ置き場　,ペット不可　,退去時清掃代３５，０００円＋税,専任媒介,nan,"
",東
3.3,99317527,2022年12月05日,2022年12月19日,福岡市東区唐原４丁目5番6号  mapを見る,プルメリア唐原  304,鹿児島本線九産大前駅 徒歩10分 駅までmap 大名バス停 徒歩2分 白浜バス停 徒歩8分 ,壁芯25.74㎡ / 約7.79坪,nan,1K,洋8, 北東,nan,nan,nan,空有　8000円,nan,　,nan,nan,無,無,実費,無,nan,無,無,無,有 日本賃貸保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,退去時清掃代：3万6300円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1992[H4]年3月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 オートロック　 駐輪場　 独立洗面脱衣所　 全居室フローリング　 光ファイバー　 シューズボックス　,ペット不可　 日当り良好　,オートロック付で低家賃です！学生さんにおすすめ！！ＪＲ「九産大前」駅　徒歩10分♪,専任媒介,nan,"
										TEL：092-411-5001
",東
3.7,99018965,2022年12月05日,2022年12月19日,福岡市東区箱崎２丁目１６－１６  mapを見る,ＫＫ・ＦＬＡＴ　ＨＯＵＳＥ  204,福岡市箱崎線箱崎宮前駅 徒歩3分 箱崎浜バス停 徒歩5分 駅までmap 福岡市箱崎線箱崎九大前駅 徒歩7分 駅までmap ,20.72㎡ / 約6.27坪,nan,1K,洋7.5, 北西,nan,nan,nan,空有　1万1000円,nan,　,nan,2万円,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1996[H8]年2月,空家,相談　,都市ガス　 電気　 上水道　 エアコン　 シャワー　 ＢＳ端子　 ＣＳ　 洗面台　 室内洗濯機置場　 ロフト　 フローリング　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",東
5.5,99318843,2022年12月06日,2022年12月20日,福岡市東区若宮２丁目29-18  周辺mapを見る,ハイツ小田  ２０１,鹿児島本線千早駅 徒歩26分 車4分 若宮一丁目停バス停 徒歩1分 ,57.87㎡ / 約17.51坪,nan,3LDK,和 6･6　洋 5.5　LDK 10, 南,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,1000円,無,nan,nan,有、20500円、2年、（例）宅建ファミリー共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,2階部分,1988[S63]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面所　 洗面台　 室内洗濯機置場　 ＴＶモニタ付きインターホン　 出窓　,閑静住宅街　 角部屋　,nan,代理,nan,"
",東
5.6,99300035,2022年12月05日,2022年12月19日,福岡市東区二又瀬新町１４－２２  mapを見る,ＨＦ福岡レジデンスＥＡＳＴ  208,篠栗線柚須駅 徒歩8分 二又瀬公園前バス停 徒歩8分 駅までmap 鹿児島本線箱崎駅 徒歩24分 駅までmap ,35.67㎡ / 約10.79坪,nan,2K,Ｋ2.7／洋6.2／洋4.5, 南東,nan,nan,nan,空有　6600円,nan,　,nan,6000円,1ヶ月 / 5.6万円,1ヶ月 / 5.6万円,nan,無,nan,無,4000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,2階部分,2007[H19]年1月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",東
2.5,99316251,2022年12月05日,2022年12月19日,福岡市東区筥松４丁目11-4  mapを見る,川鍋コーポ  10,福岡市箱崎線貝塚駅 徒歩5分 駅までmap 鹿児島本線箱崎駅 徒歩24分 駅までmap ,壁芯23.13㎡ / 約7.00坪,nan,1K,和7.5／Ｋ3, 南,nan,nan,nan,無,nan,　,nan,nan,1ヶ月,無,敷引 1ヶ月,無,nan,無,無,無,有 ＣＩＺ※契約者や条件によっては、内容が変更になる場合があります。,賃料総額の６７．５％,無,無,nan,nan,くらしーど２４：550円 / 月火災保険月払い：800円 / 月町費：300円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1988[S63]年3月,空家,相談　,都市ガス　 エアコン　 給湯　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 収納スペース　 照明器具付き　 バルコニー　 和室有　 押入れ　,ペット不可　 日当り良好　 閑静住宅街　,地下鉄近く。広い居室◆毎月口座引落し手数料　110円 （福岡銀行、西日本シティ銀行、ゆうちょ銀行いづれか） ◆保証料：月額総支払額の67.5％ ※保証人は必須です（法人契約応相談 ※写真、間取図面は現地と異なる場合があります。現地優先となります。,一般媒介,nan,"
",東
